signal_creation_date,currency,daily_bm_rt,daily_port_rt,cum_bm_rt,cum_port_rt
2026-08-14,CHF,-0.012815244849636498,-0.007121402057064882,0.07652402065001618,0.28122405203909473
2026-08-14,EUR,-7.75305572029956e-05,-0.017497960376518868,0.0793947411696394,0.11766205405680563
